# Time (BTJD),Normalized SAP_FLUX,Normalized SAP_BKG
1325.6562036438204,1.0006224115233842,0.014108121041260158
1325.6770370958307,0.9993356969475614,0.014002547934261029
1325.7187040027043,1.0001811427419658,0.01411310788975496
1325.7603709131938,0.9985581579362063,0.014590168544670386
1325.7812043697056,1.0004514319097355,0.013734913139496317
1325.8645382035627,0.9988629541006951,0.01473036649493037
1325.885371663832,1.0005984863925785,0.01393604210324301
1326.0103724387789,1.0018096608184732,0.013385180445930712
1326.0728728338368,1.001802048284926,0.013302864780820002
1326.093706299857,0.9994819848390216,0.013282721397161959
1326.1145397663347,1.00165472134602,0.012983488710842844
1326.156206700637,0.9993549588452805,0.013488401676783822
1326.1770401684207,1.0001543722682695,0.013405018956755013
1326.1978736366195,1.0012506396893177,0.012912126691115914
1326.218707105199,0.9989462060423985,0.013461072004901828
1326.2395405741552,0.9995929530491149,0.012716964524258198
1326.2603740434847,1.0004318110641435,0.01289925670220575
1326.2812075131553,1.001045317641287,0.012745992773356762
1326.3020409834367,0.9999145185909918,0.013180741434274801
1326.3228744540065,1.0014081096657292,0.013004394276585247
1326.364541395629,0.9996853373322545,0.013384091614381628
1326.38537486688,1.0003995753484698,0.013375163195679144
1326.406208338414,1.0010564795052246,0.01339770200874517
1326.4270418102308,1.0027742341667263,0.013273553435518675
1326.4478752823009,1.0015131656561742,0.014163281247536727
1326.4895422272036,1.0041299568039723,0.013994751900369591
1326.510375700009,1.0044118550615522,0.014208729076395468
1326.5312091730525,1.0048888690356694,0.014372380458222714
1326.5520426463056,1.003809487852248,0.014483985692003766
1326.572876119771,1.0041199517826704,0.014901138835088618
1326.593709593451,1.0034660596897036,0.014702644843690703
1326.614543067318,1.0031240987492842,0.01512898772504982
1326.6562100156257,1.0055364988303879,0.014826640980500329
1326.6978769646312,1.0039116512648836,0.014969212583537315
1326.718710439393,1.0045632133046392,0.014964073298625641
1326.7395439143029,1.0057277812958794,0.014590081438146458
1326.7603773893757,1.0023253940058263,0.015353657226887701
1326.781210864585,1.0052756943851686,0.014947435952555646
1326.8020443399357,1.0048789492387487,0.01453008681979196
1326.8853782426704,1.0044631114758955,0.01495730076639034
1326.927045194757,1.0040135650718776,0.014568108817485954
1326.9478786709594,1.0026557685005215,0.015550060661711374
1327.010379100182,1.002601101526387,0.014639383730688956
1327.031212576775,1.0040957536527746,0.014531219204603006
1327.0520460534663,1.0018205349116571,0.014492935887337232
1327.0728795302318,1.0049545480060502,0.013996581137372049
1327.0937130070881,1.0026402408443842,0.015130424982694611
1327.1145464840122,1.004057545452148,0.014856366081790306
1327.2187138697013,1.0050881873372566,0.01411308611312398
1327.239547347024,1.001426250813846,0.01404300891462497
1327.2603808244128,1.0033378732985698,0.014067747167420146
1327.281214301845,1.001152590432302,0.014288910631669975
1327.302047779328,1.000514135928351,0.014130485641278332
1327.3228812568698,1.0004471023698858,0.014610943450626898
1327.343714734447,1.0001083884263122,0.014345442765698388
1327.3645482120678,0.999489843564269,0.014573487645338426
1327.3853816897395,1.0009963191495663,0.013570608458739622
1327.40621516744,1.0005987719308356,0.013892793714113416
1327.4270486451771,1.0012309541089945,0.013652553921123644
1327.4478821229588,1.001509651382147,0.013590316309778033
1327.4895490786062,1.0022198797560966,0.01321334105085436
1327.5103825564684,1.0027661831320172,0.013347223778129663
1327.5312160343567,1.0036302079155637,0.012691877845367315
1327.5520495122794,1.0038774546047642,0.01303912800300101
1327.5728829902146,1.0038534041933078,0.013203258470709849
1327.5937164681807,1.0035144538778522,0.013155480542336067
1327.6145499461554,1.0042854679827133,0.01331314335064335
1327.656216902165,1.0026050545751855,0.012939761235831654
1327.6770503801868,1.0040403268963851,0.012439944001540386
1327.6978838582206,1.0044453484552098,0.01236993213293432
1327.7187173362754,1.0038167436471768,0.012522934742211528
1327.7395508143295,1.0046474309480182,0.012306605690039628
1327.7603842923913,1.003312763804015,0.012144892428369752
1327.802051248543,1.004511155426519,0.012323243036109622
1327.8228847266296,1.0020585607532855,0.012571278862990832
1327.864551682789,1.00438869427106,0.011903084717949299
1327.885385160879,1.0015419249804118,0.012397719114066931
1327.9062186389574,1.0007924605852199,0.012336134801650769
1327.9270521170329,1.001444054873395,0.012653485644946633
1327.9478855951143,1.0017028715684184,0.011787908116687253
1327.9687190731809,1.0011572205646921,0.011849775525306173
1327.9895525512513,0.9996472238440826,0.011868176778485685
1328.0103860293043,0.9995168249684685,0.011501001003503764
1328.0312195073589,0.9988367179488298,0.011656856351439569
1328.0520529853939,0.9997685061245992,0.01163616855200698
1328.0728864634186,1.0009152227841225,0.011518705404491859
1328.0937199414416,0.9995992556059559,0.011351547985076567
1328.1145534194422,1.0022815074349314,0.011041666526207418
1328.135386897429,1.0011453178137908,0.010785725782279864
1328.1562203754017,1.0007178572708644,0.011168950934295273
1328.177053853369,1.0016029844397165,0.010159843631235713
1328.19788733131,1.000680735122193,0.010676537754537774
1328.2187208092441,1.0023160519646017,0.010078399031364272
1328.23955428715,1.000928161398431,0.010317114460185328
1328.260387765047,1.0007133045161087,0.009999698286996518
1328.2812212429144,1.0007329830528993,0.010232947781441178
1328.302054720761,0.9996904984816863,0.01010838545222603
1328.3228881985965,0.999522282820973,0.00966189918720887
1328.3437216763998,0.9993407103195252,0.00996775196934641
1328.3645551541804,0.9988797316056404,0.009974764044522508
1328.385388631947,0.9989091832386398,0.010044405710401886
1328.4062221096797,0.9996974945623325,0.01012025371611104
1328.427055587397,0.9996036542433242,0.00963215230928791
1328.4478890650787,0.9982503945262062,0.009728927657370448
1328.4687225427338,1.0003233424121296,0.009536705335695256
1328.5103894979713,1.0002928574718535,0.009301495944462248
1328.531222975543,1.0022412317018612,0.008936911588567145
1328.5520564530955,1.001701689999187,0.008758669863982185
1328.572889930608,1.0031619114893606,0.00825288583280194
1328.5937234080902,1.00409657994215,0.008052127071781934
1328.614556885551,1.0029240100198393,0.008189254517073504
1328.6353903629704,1.0035010168651823,0.008039866828539253
1328.6562238403676,1.0039605519488466,0.0080026287895606
1328.677057317722,1.0036665489330858,0.007936035852018656
1328.697890795043,1.0020003599014062,0.007859186121284346
1328.7187242723398,1.0001552470061947,0.007722058675992776
1328.7395577495924,1.0004029221428505,0.007123549750092585
1328.7603912268098,0.9961756765932711,0.007917547492315219
1328.7812247040017,1.00028254769189,0.007078864103318201
1328.8020581811472,0.9981408339353004,0.007236831784459228
1328.8228916582664,0.9979763363524138,0.007336938957081959
1328.8437251353382,1.0014836335214663,0.006680569522663474
1328.8645586123725,0.9996616817894501,0.006923945150514608
1328.8853920893787,0.9986251617038492,0.0075553803424590815
1328.9062255663364,0.999748993637575,0.006818350266884494
1328.9270590432648,0.999990670333981,0.006911684907271927
1328.9478925201438,0.999445857473465,0.007544775123171009
1328.9687259969821,1.000568857876503,0.007528529756458683
1328.9895594737907,1.001790909435891,0.00735586284940503
1329.010392950548,1.000668838146173,0.00729440919677476
1329.0312264272736,1.000790501348655,0.007606533648635022
1329.0520599039478,1.0014471915084366,0.007428640350145768
1329.0728933805797,1.0001833866531842,0.007750673169102689
1329.0937268571688,1.0002501466669196,0.00754113842579707
1329.1145603337245,1.0018228266910343,0.006968195264669358
1329.1353938102268,1.003723450179701,0.0069713528761617
1329.156227286695,1.0029594920611498,0.006760533311628163
1329.1770607631088,1.002874594748144,0.006574495553151764
1329.2187277158123,1.0051312987044374,0.006350109147516646
1329.2395611920908,1.002931121394945,0.006380879527093744
1329.260394668333,1.00226557315389,0.007168910472427402
1329.2812281445192,1.0036724070623408,0.006575257735236122
1329.3020616206584,1.0027771539867179,0.006195473290915815
1329.3228950967607,1.0031170374600054,0.006375805572075016
1329.3437285728055,1.0020297979759802,0.006750886264103284
1329.3645620488126,1.0014188849012466,0.006874229101983457
1329.3853955247612,1.0031354700486672,0.0070766428869580705
1329.4062290006614,1.0013044809244327,0.006292248638998352
1329.4270624765225,1.0037500176106136,0.006424585225473955
1329.4478959523244,1.0009844513717385,0.006453439261524666
1329.4895629037887,1.0003135279634008,0.0066769328252895355
1329.5103963794406,1.0051184900037822,0.005974571146237765
1329.5312298550423,1.0017113851545147,0.006882155795660785
1329.5520633306023,1.0030760239191037,0.00605906447444664
1329.5728968061012,1.0021123651736843,0.0058502701365943975
1329.5937302815582,1.0027955162639515,0.005474383709219809
1329.6145637569537,1.0026048264492424,0.005479871420227189
1329.6353972323063,1.0023701941616623,0.0055719647926486685
1329.6562307075965,1.0038566900404728,0.005321794855931255
1329.6770641828336,1.0023507030355974,0.0056066331891714855
1329.6978976580274,1.0030313167661882,0.005478564822368289
1329.718731133163,1.0020141647968581,0.005474753911946498
1329.739564608244,1.0026092738689307,0.005640844276443687
1329.760398083276,1.001800384560247,0.005855409421506071
1329.7812315582432,1.000861134294465,0.005733786937473451
1329.8020650331655,1.0019129785758232,0.005237649953818085
1329.8228985080225,1.0008609136207316,0.0062368053365190225
1329.843731982824,1.001111378935643,0.0054769097984136835
1329.8645654575798,1.0008799767597547,0.006398845247653622
1329.8853989322695,1.0014026623360013,0.005617869930758026
1329.9062324069027,1.0018532708169312,0.005679171146971425
1329.9270658814892,1.0036043535239623,0.005347905036478275
1329.9478993560085,1.002472193678125,0.005085061100529531
1329.9687328304808,1.0019091019518949,0.005946087312913742
1330.0312332535298,1.0030454687259933,0.005668195724956663
1330.05206672776,1.0013578596962815,0.005843192731525356
1330.0937336760524,1.0013215784360665,0.0061546203311942035
1330.114567150105,1.0026585496590534,0.005900073291649476
1330.1562340980402,1.0025592743029168,0.005900421717745181
1330.1770675719129,1.0001842126483047,0.0060105025873575186
1330.1979010457344,1.0005346603246734,0.005882586656971195
1330.2187345194855,1.0026798186291965,0.005254352629781026
1330.2395679931853,1.0014776584835978,0.005847177854995
1330.260401466814,1.0016528317220945,0.005820675695090309
1330.2812349403807,1.001980138034268,0.005617608611186246
1330.3020684138953,1.0030086730585688,0.0057969173906893086
1330.3229018873378,1.0028928910489063,0.005582134479317108
1330.3645688340443,1.0028629262339517,0.005566760177844048
1330.3854023072984,1.002069298072359,0.006019496335952948
1330.4062357804987,1.0026556848315682,0.0057216791306476415
1330.4270692536254,1.0022350242919185,0.005972524142925487
1330.4479027266882,1.0034913366551779,0.005585444527226321
1330.4687361996964,1.001919906219829,0.005979340228422751
1330.4895696726298,1.001949503949038,0.005898135171492106
1330.510403145509,1.0002674956504622,0.0057419749507225575
1330.5312366183125,1.0000612950590704,0.006024178311614007
1330.5520700910508,1.0021547809129923,0.005813881386224029
1330.5729035637332,1.0032882864587467,0.005672333284843181
1330.59373703634,1.0015177528019092,0.005706783915056181
1330.61457050889,1.0022139380679853,0.004833606342584199
1330.6354039813637,1.0033257111847678,0.004753882096560308
1330.65623745377,1.0033830334977034,0.005040854539636743
1330.6770709261198,1.0023165056978245,0.005148126223852444
1330.6979043983918,1.0016499020508869,0.005611162728415673
1330.718737870606,1.0031131842834824,0.005069469032746656
1330.7395713427425,1.002839963040571,0.00516554752863778
1330.7604048148103,1.0017365003085454,0.005408400517345352
1330.7812382868199,0.9994731204252756,0.005380352216640962
1330.8020717587503,0.9993395201655815,0.006121367415685195
1330.8229052306112,1.0037198167906989,0.00483245218114217
1330.843738702413,1.0025555715519545,0.005324081402184331
1330.864572174135,1.0013958327038173,0.005331115253991409
1330.8854056457967,1.0033231895567747,0.004898587809433498
1330.9062391173784,1.001862122762316,0.005279112659207183
1330.9270725888891,1.0028402562304295,0.004885717820523332
1330.947906060339,1.0042651714518351,0.004395830729959706
1330.9687395317076,1.0023072534120028,0.004579930368278736
1330.9895730030044,1.002359516005982,0.005008777562200743
1331.0104064742395,1.0031599223265955,0.004857429976878144
1331.0312399453924,1.0019489692054837,0.005440107292054662
1331.052073416483,1.0021357179958297,0.005274300023760235
1331.0729068874907,1.0010795208902135,0.005410621733705482
1331.093740358435,1.0032365436621946,0.005131924410402082
1331.1145738292964,1.0028708665126578,0.005262344653351299
1331.1354073000841,1.0011471144145576,0.006052095952532506
1331.1562407708077,1.0031303433442043,0.0050192303450719445
1331.1770742414467,1.003113193571342,0.005028485413239155
1331.1979077120113,0.9987581280316411,0.00543485912398808
1331.2187411825112,1.0027418686297107,0.005529739905175212
1331.2395746529255,1.0026541731829077,0.005132839028903312
1331.2604081232746,1.0017279994790673,0.005418526650751828
1331.2812415935377,1.0014730931236562,0.005460468442022522
1331.3020750637245,1.00215032295386,0.0057220493333743315
1331.322908533845,1.0033147340639619,0.00542207624160184
1331.3437420038783,1.0036675574732161,0.00553779725863843
1331.364575473845,1.002693224076118,0.005712184519539635
1331.3854089437239,1.0019916434246303,0.00579510993031783
1331.4062424135252,1.0027668876524758,0.005622138150430433
1331.4270758832583,0.9996476433346305,0.006253769332053743
1331.4479093529033,1.0016915190575404,0.005768498887258231
1331.4687428224693,1.0013360714326225,0.0055947867019174565
1331.4895762919657,1.0019645632913035,0.005505241195320834
1331.5104097613732,1.0013562175517612,0.005826794928396158
1331.5312432307107,1.0013802938795444,0.005661967608495906
1331.5520766999582,1.0019972250955933,0.005608810852269652
1331.5729101691256,1.002280565418737,0.005465869046505976
1331.5937436382221,1.0025855393964536,0.005276608346644292
1331.6145771072274,1.0027369137151156,0.005620592009630735
1331.6354105761611,1.0039529188912868,0.0049084526232681955
1331.6562440450032,1.0003506586621083,0.00539910189591618
1331.677077513763,1.002362085637356,0.005284121284332967
1331.6979109824504,1.0009693975327099,0.005370726945747065
1331.718744451045,1.0018195217233348,0.005451452916796112
1331.7395779195565,1.003228901219194,0.005105814229855061
1331.7604113879943,1.0002648539928103,0.0059309307777505
1331.7812448563384,1.0035877999625562,0.0050813155200006834
1331.8020783246081,1.002918451343427,0.004981730986521511
1331.822911792783,1.0012784332013318,0.0055415210625362945
1331.8437452608832,1.002717679811396,0.005402063517729687
1331.8645787288879,1.0023626443764182,0.0053582924894565315
1331.8854121968072,1.0028857140070646,0.005269748707885065
1331.90624566465,1.0025042111321243,0.005146514753159801
